Transaction_ID,Customer_Name,Gender,Join_Date,Customer_Age,Income_USD,Purchase_Amount,Product_Category,Country
TXN-1279,  robert DOWNEY ,male,2022-01-15,34.0,"$120,000.50",107.42,cloths,US
TXN-1280,ANNA KOURNIKOVA,F,11/04/2022,58.0,"$120,000.50",164.36,Beauty,nan
TXN-1281,ANNA KOURNIKOVA,Male,03/22/2021,41.0,"$150,000.00",120.06,Electronics,United Kingdom
TXN-1282,ANNA KOURNIKOVA,Male,03/22/2021,19.0,"$62,500",43.89,Beauty,USA
TXN-1283,Michael Jordan,male,2020/07/19,57.0,"$150,000.00",415.47,Electronics,US
TXN-1284,ANNA KOURNIKOVA,Male,2023.05.10,32.0,"$150,000.00",134.72,clothing,United States
TXN-1285,Laura Croft,nan,2021-12-01,49.0,"$95,000.00",241.78,cloths,Germany
TXN-1286,  sarah CONNOR  ,female,2023.05.10,56.0,"$55,000",31.22,electronics,US
TXN-1287,David BECKHAM,male,2023.05.10,23.0,"$95,000.00",352.68,nan,United States
TXN-1288,John Smith,Female,2022-01-15,18.0,UNKNOWN,171.97, Home & Kitchen ,U.S.A.
TXN-1289,John Smith,nan,15-Aug-2020,64.0,"$150,000.00",374.92,nan,United States
TXN-1290,David BECKHAM,F,03/22/2021,40.0,"$120,000.50",212.08,cloths,USA
TXN-1291,Michael Jordan,Female,15-Aug-2020,56.0,nan,105.92,Beauty,United Kingdom
TXN-1292,emily WATSON ,F,2021-12-01,,"$120,000.50",261.46,nan,nan
TXN-1293,Michael Jordan,nan,15-Aug-2020,34.0,"$45,000.00",73.95,beauty,CAN
TXN-1294,John Smith,female,2023.05.10,51.0,"$32,000",225.86,nan,nan
TXN-1295,John Smith,Male,15-Aug-2020,58.0," $85,000 ",165.48,Electronics,nan
TXN-1296,David BECKHAM,M,2022-01-15,46.0,UNKNOWN,456.86,beauty,United States
TXN-1297,ANNA KOURNIKOVA,female,15-Aug-2020,26.0,UNKNOWN,39.86,Clothing,Germany
TXN-1298,Michael Jordan,Male,03/22/2021,30.0,"$32,000",350.07,nan,US
TXN-1299,  Chris Hemsworth  ,female,03/22/2021,23.0,nan,99.55,beauty,CAN
TXN-1300,David BECKHAM,Male,2022-01-15,23.0," $85,000 ",166.33,cloths,CAN
TXN-1301,Laura Croft,Male,15-Aug-2020,37.0,"$55,000",213.6, Home & Kitchen ,US
TXN-1302,John Smith,male,2021-12-01,69.0,"$150,000.00",454.93,Clothing,US
TXN-1303,David BECKHAM,Male,03/22/2021,-5.0," $85,000 ",128.86,electronics,United Kingdom
TXN-1304,Michael Jordan,nan,15-Aug-2020,20.0,nan,54.74,electronics,USA
TXN-1305,John Smith,female,11/04/2022,34.0,"$62,500",166.16,clothing,U.S.A.
TXN-1306,emily WATSON ,female,03/22/2021,66.0,"$45,000.00",61.29,nan,USA
TXN-1307,David BECKHAM,Female,08-11-2019,29.0," $85,000 ",73.01, Home & Kitchen ,US
TXN-1308,  robert DOWNEY ,Male,2023.05.10,65.0," $85,000 ",291.19,ELECTRONICS,Germany
TXN-1309,John Smith,Female,15-Aug-2020,64.0,"$45,000.00",39.84,beauty,UK
TXN-1310,Michael Jordan,Female,2023.05.10,62.0,"$150,000.00",25.16,Clothing,UK
TXN-1311,  sarah CONNOR  ,Female,03/22/2021,200.0," $85,000 ",360.06,cloths,U.S.A.
TXN-1312,  Chris Hemsworth  ,male,11/04/2022,18.0,"$45,000.00",187.21,nan,US
TXN-1313,nan,Female,15-Aug-2020,34.0,"$45,000.00",71.43,cloths,UK
TXN-1314,ANNA KOURNIKOVA,Female,08-11-2019,20.0,"$45,000.00",134.27,ELECTRONICS,U.S.A.
TXN-1315,nan,nan,03/22/2021,43.0,"$95,000.00",,clothing,CAN
TXN-1316,Michael Jordan,F,2023.05.10,32.0,nan,145.01,ELECTRONICS,U.S.A.
TXN-1317,Laura Croft,m,2023.05.10,53.0,"$95,000.00",252.32,Electronics,CAN
TXN-1318,Laura Croft,Female,2022-01-15,49.0,"$62,500",,Beauty,United Kingdom
TXN-1319,  sarah CONNOR  ,female,15-Aug-2020,49.0,"$55,000",298.17,Clothing,UK
TXN-1320,ANNA KOURNIKOVA,Male,11/04/2022,21.0,"$95,000.00",164.88,Beauty,U.S.A.
TXN-1321,  robert DOWNEY ,F,2021-12-01,35.0,"$95,000.00",317.21,ELECTRONICS,U.S.A.
TXN-1322,  sarah CONNOR  ,female,15-Aug-2020,66.0,nan,406.11,clothing,U.S.A.
TXN-1323,nan,m,2021-12-01,36.0,"$55,000",309.71,clothing,Germany
TXN-1324,  sarah CONNOR  ,male,INVALID_DATE,60.0,"$32,000",154.92,electronics,U.S.A.
TXN-1325,nan,male,08-11-2019,69.0,"$45,000.00",135.31,nan,Germany
TXN-1326,John Smith,m,2022-01-15,52.0,UNKNOWN,170.44,electronics,nan
TXN-1327,Laura Croft,Male,11/04/2022,57.0,"$55,000",90.66,Clothing,United Kingdom
TXN-1328,John Smith,female,15-Aug-2020,31.0,"$62,500",98.77,Clothing,nan
TXN-1329,  Chris Hemsworth  ,Male,nan,50.0,"$150,000.00",397.44,Clothing,Canada
TXN-1330,ANNA KOURNIKOVA,male,2023.05.10,31.0,"$62,500",198.52,cloths,nan
TXN-1331,  robert DOWNEY ,f,2022-01-15,51.0,"$45,000.00",223.64,electronics,US
TXN-1332,nan,female,11/04/2022,200.0,"$55,000",301.08,cloths,CAN
TXN-1333,  robert DOWNEY ,male,15-Aug-2020,21.0,"$62,500",298.93,Beauty,US
TXN-1334,nan,male,nan,41.0,"$62,500",43.01,nan,USA
TXN-1335,Michael Jordan,Male,INVALID_DATE,46.0,"$32,000",417.45,ELECTRONICS,nan
TXN-1336,  sarah CONNOR  ,Female,11/04/2022,36.0,"$32,000",96.89,beauty,UK
TXN-1337,  Chris Hemsworth  ,Male,2022-01-15,23.0,"$55,000",364.31,electronics,United States
TXN-1338,Laura Croft,Female,11/04/2022,,"$45,000.00",388.61,beauty,nan
TXN-1339,nan,nan,2022-01-15,50.0,"$95,000.00",360.3,clothing,United Kingdom
TXN-1340,  robert DOWNEY ,Male,2022-01-15,66.0,"$120,000.50",293.7,electronics,nan
TXN-1341,  Chris Hemsworth  ,F,2021-12-01,57.0," $85,000 ",17.16,Beauty,Germany
TXN-1342,emily WATSON ,nan,03/22/2021,36.0,UNKNOWN,186.58,electronics,USA
TXN-1343,emily WATSON ,Male,15-Aug-2020,-5.0," $85,000 ",306.37,cloths,U.S.A.
TXN-1344,John Smith,F,INVALID_DATE,18.0,nan,199.85,nan,USA
TXN-1345,Laura Croft,Female,15-Aug-2020,22.0,"$32,000",433.11,ELECTRONICS,USA
TXN-1346,Michael Jordan,F,03/22/2021,44.0,"$55,000",161.31, Home & Kitchen ,CAN
TXN-1347,  robert DOWNEY ,Female,08-11-2019,33.0," $85,000 ",153.83,ELECTRONICS,United States
TXN-1348,  sarah CONNOR  ,Female,2022-01-15,23.0,"$45,000.00",140.34,ELECTRONICS,USA
TXN-1349,  sarah CONNOR  ,Female,2021-12-01,57.0,UNKNOWN,173.06,clothing,CAN
TXN-1350,  robert DOWNEY ,female,nan,30.0," $85,000 ",283.13,Beauty,U.S.A.
TXN-1351,ANNA KOURNIKOVA,female,08-11-2019,65.0,UNKNOWN,356.44,beauty,US
TXN-1352,Michael Jordan,Female,11/04/2022,52.0,"$150,000.00",334.66,Beauty,U.S.A.
TXN-1353,  Chris Hemsworth  ,female,15-Aug-2020,36.0,"$45,000.00",405.78, Home & Kitchen ,UK
TXN-1354,nan,Male,03/22/2021,29.0,"$120,000.50",444.1,clothing,USA
TXN-1355,ANNA KOURNIKOVA,Male,2021-12-01,33.0,"$62,500",409.88,nan,USA
TXN-1356,nan,Male,08-11-2019,60.0,UNKNOWN,19.28,ELECTRONICS,US
TXN-1357,nan,male,2023.05.10,27.0,"$45,000.00",370.6,cloths,United Kingdom
TXN-1358,ANNA KOURNIKOVA,Male,03/22/2021,42.0,UNKNOWN,112.12,clothing,USA
TXN-1359,John Smith,f,2022-01-15,37.0,UNKNOWN,,Clothing,United States
TXN-1360,emily WATSON ,Male,2022-01-15,48.0,"$95,000.00",322.86,electronics,Canada
TXN-1361,nan,Female,11/04/2022,21.0,"$95,000.00",166.67,Beauty,USA
TXN-1362,ANNA KOURNIKOVA,Male,15-Aug-2020,61.0,"$45,000.00",37.99,clothing,Canada
TXN-1363,ANNA KOURNIKOVA,F,08-11-2019,40.0,"$95,000.00",77.44,Clothing,U.S.A.
TXN-1364,David BECKHAM,nan,11/04/2022,19.0,nan,10.46,beauty,nan
TXN-1365,John Smith,m,03/22/2021,,"$120,000.50",452.58, Home & Kitchen ,United Kingdom
TXN-1366,Laura Croft,female,11/04/2022,39.0,"$55,000",22.06, Home & Kitchen ,CAN
TXN-1367,David BECKHAM,Male,15-Aug-2020,68.0,"$45,000.00",112.63,ELECTRONICS,Germany
TXN-1368,David BECKHAM,female,2023.05.10,,"$45,000.00",213.97,ELECTRONICS,United Kingdom
TXN-1369,  robert DOWNEY ,Male,11/04/2022,54.0,nan,184.72,clothing,Germany
TXN-1370,emily WATSON ,F,2021-12-01,25.0,"$32,000",456.75,clothing,U.S.A.
TXN-1371,ANNA KOURNIKOVA,Male,2021-12-01,24.0,"$32,000",29.74,nan,United Kingdom
TXN-1372,emily WATSON ,Female,03/22/2021,31.0,"$95,000.00",260.99,electronics,CAN
TXN-1373,Michael Jordan,female,2022-01-15,,"$55,000",343.43,Electronics,Germany
TXN-1374,  robert DOWNEY ,male,11/04/2022,200.0,"$95,000.00",466.53,beauty,US
TXN-1375,Laura Croft,Male,2022-01-15,20.0,"$150,000.00",313.98,ELECTRONICS,United States
TXN-1376,emily WATSON ,Male,15-Aug-2020,67.0,"$150,000.00",403.84,Electronics,United Kingdom
TXN-1377,  sarah CONNOR  ,male,2022-01-15,33.0,"$62,500",51.03,Electronics,U.S.A.
TXN-1378,nan,Female,11/04/2022,200.0,"$150,000.00",199.11,electronics,USA
TXN-1379,Michael Jordan,Male,03/22/2021,36.0,"$32,000",193.23,cloths,CAN
TXN-1380,John Smith,male,11/04/2022,68.0,"$120,000.50",444.28,cloths,Germany
TXN-1381,Laura Croft,Male,nan,35.0,"$150,000.00",84.17,ELECTRONICS,Germany
TXN-1382,Michael Jordan,female,2022-01-15,69.0,"$95,000.00",84.42,Clothing,United States
TXN-1383,nan,Male,2022-01-15,33.0,UNKNOWN,170.99,electronics,Germany
TXN-1384,  robert DOWNEY ,male,15-Aug-2020,25.0,"$45,000.00",36.69,electronics,Canada
TXN-1385,nan,Male,08-11-2019,50.0,"$120,000.50",99.4,Beauty,UK
TXN-1386,David BECKHAM,M,03/22/2021,66.0,"$120,000.50",482.95,Electronics,Canada
TXN-1387,nan,female,15-Aug-2020,29.0,"$95,000.00",219.81,Beauty,Germany
TXN-1388,David BECKHAM,male,2022-01-15,-5.0,"$45,000.00",319.69,Electronics,CAN
TXN-1389,  robert DOWNEY ,Male,2021-12-01,28.0,"$32,000",365.79,cloths,United Kingdom
TXN-1390,  Chris Hemsworth  ,female,15-Aug-2020,22.0,"$120,000.50",189.81,ELECTRONICS,U.S.A.
TXN-1391,David BECKHAM,female,2021-12-01,44.0,"$62,500",82.14,beauty,USA
TXN-1392,John Smith,Male,08-11-2019,29.0,"$95,000.00",111.22,cloths,United Kingdom
TXN-1393,nan,female,03/22/2021,34.0,"$120,000.50",163.5,electronics,US
TXN-1394,nan,f,2021-12-01,23.0,"$55,000",321.67,beauty,United Kingdom
TXN-1395,John Smith,Male,2022-01-15,50.0,"$45,000.00",205.16,clothing,United Kingdom
TXN-1396,  sarah CONNOR  ,female,08-11-2019,22.0,"$150,000.00",13.34,beauty,U.S.A.
TXN-1397,ANNA KOURNIKOVA,Female,11/04/2022,,"$120,000.50",266.47,beauty,United States
TXN-1398,  Chris Hemsworth  ,m,08-11-2019,45.0,"$95,000.00",461.54,cloths,Germany
TXN-1399,Laura Croft,Male,2022-01-15,31.0,"$150,000.00",407.92,electronics,United States
TXN-1400,David BECKHAM,Male,03/22/2021,22.0,"$62,500",414.35,beauty,US
TXN-1401,John Smith,female,15-Aug-2020,150.0,"$150,000.00",399.58,cloths,nan
TXN-1402,  robert DOWNEY ,nan,15-Aug-2020,,"$55,000",168.63,cloths,USA
TXN-1403,David BECKHAM,Female,03/22/2021,50.0,"$32,000",384.94,beauty,Canada
TXN-1404,ANNA KOURNIKOVA,M,15-Aug-2020,67.0,"$120,000.50",80.15,Electronics,USA
TXN-1405,  robert DOWNEY ,Female,2022-01-15,65.0," $85,000 ",332.28,electronics,Germany
TXN-1406,Michael Jordan,Female,15-Aug-2020,58.0," $85,000 ",324.37, Home & Kitchen ,USA
TXN-1407,nan,male,2021-12-01,36.0,"$150,000.00",22.53,beauty,UK
TXN-1408,Michael Jordan,Male,2023.05.10,39.0,nan,396.11,Beauty,Canada
TXN-1409,David BECKHAM,female,2022-01-15,22.0,"$45,000.00",452.59,Beauty,US
TXN-1410,ANNA KOURNIKOVA,male,15-Aug-2020,19.0," $85,000 ",141.03,clothing,Germany
TXN-1411,  Chris Hemsworth  ,female,2022-01-15,47.0,nan,408.07,electronics,CAN
TXN-1412,David BECKHAM,male,INVALID_DATE,64.0," $85,000 ",50.38,cloths,US
TXN-1413,John Smith,Male,2022-01-15,56.0,nan,303.98,nan,UK
TXN-1414,emily WATSON ,Male,11/04/2022,21.0,"$45,000.00",247.97,ELECTRONICS,Canada
TXN-1415,David BECKHAM,m,INVALID_DATE,50.0,UNKNOWN,277.5,Clothing,U.S.A.
TXN-1416,nan,f,2021-12-01,30.0," $85,000 ",463.84,nan,UK
TXN-1417,nan,Male,11/04/2022,37.0,"$55,000",436.94,electronics,US
TXN-1418,David BECKHAM,female,2021-12-01,150.0,"$120,000.50",394.69,electronics,Germany
TXN-1419,  robert DOWNEY ,Female,nan,24.0,nan,144.11,beauty,nan
TXN-1420,emily WATSON ,female,11/04/2022,32.0,"$120,000.50",456.79,beauty,Germany
TXN-1421,John Smith,male,2023.05.10,40.0,"$95,000.00",,nan,Canada
TXN-1422,David BECKHAM,female,11/04/2022,31.0,"$95,000.00",428.13,cloths,nan
TXN-1423,  robert DOWNEY ,female,2023.05.10,40.0,"$45,000.00",170.8,clothing,United States
TXN-1424,nan,Male,11/04/2022,36.0,nan,36.35,beauty,Canada
TXN-1425,nan,Male,15-Aug-2020,150.0,"$62,500",337.98,Clothing,Canada
TXN-1426,ANNA KOURNIKOVA,female,03/22/2021,46.0,"$95,000.00",123.33,Clothing,UK
TXN-1427,David BECKHAM,nan,2022-01-15,,"$45,000.00",129.35,clothing,Germany
TXN-1428,emily WATSON ,Male,2022-01-15,37.0,"$95,000.00",159.96,Electronics,US
TXN-1429,  sarah CONNOR  ,female,03/22/2021,46.0,"$95,000.00",41.21,Electronics,U.S.A.
TXN-1430,emily WATSON ,F,2022-01-15,41.0,"$62,500",96.79,electronics,USA
TXN-1431,nan,female,2023.05.10,35.0," $85,000 ",12.52,beauty,United Kingdom
TXN-1432,nan,nan,03/22/2021,27.0,"$150,000.00",228.25,Beauty,U.S.A.
TXN-1433,Michael Jordan,female,2021-12-01,58.0,UNKNOWN,51.29,nan,USA
TXN-1434,nan,M,2022-01-15,,"$95,000.00",, Home & Kitchen ,United States
TXN-1435,John Smith,male,03/22/2021,25.0,"$95,000.00",125.46,clothing,US
TXN-1436,Laura Croft,male,11/04/2022,43.0,"$55,000",472.35,electronics,Germany
TXN-1437,David BECKHAM,Female,2023.05.10,46.0,UNKNOWN,436.91,Beauty,CAN
TXN-1438,emily WATSON ,female,2022-01-15,27.0,"$62,500",151.83,beauty,Canada
TXN-1439,Laura Croft,Male,08-11-2019,34.0,"$120,000.50",393.78,Beauty,U.S.A.
TXN-1440,  robert DOWNEY ,female,08-11-2019,19.0,nan,403.59,Beauty,USA
TXN-1441,  sarah CONNOR  ,Female,15-Aug-2020,23.0,"$95,000.00",493.42,clothing,CAN
TXN-1442,John Smith,Female,15-Aug-2020,22.0,"$150,000.00",302.94,electronics,U.S.A.
TXN-1443,emily WATSON ,m,nan,45.0,nan,50.16,cloths,US
TXN-1444,Laura Croft,Female,11/04/2022,58.0,UNKNOWN,326.95,Clothing,Germany
TXN-1445,  sarah CONNOR  ,Male,2023.05.10,22.0,nan,316.24,nan,nan
TXN-1446,Michael Jordan,Male,2021-12-01,35.0," $85,000 ",322.79,electronics,U.S.A.
TXN-1447,John Smith,Male,03/22/2021,43.0,"$95,000.00",, Home & Kitchen ,U.S.A.
TXN-1448,John Smith,Male,15-Aug-2020,37.0,nan,431.24,Beauty,Germany
TXN-1449,Michael Jordan,m,03/22/2021,58.0,"$120,000.50",480.14,cloths,United States
TXN-1450,David BECKHAM,Female,2021-12-01,66.0,"$120,000.50",116.68,clothing,UK
TXN-1451,Michael Jordan,Male,2023.05.10,44.0,"$95,000.00",53.19,ELECTRONICS,U.S.A.
TXN-1452,John Smith,female,11/04/2022,66.0,"$32,000",105.32,nan,Germany
TXN-1453,John Smith,male,03/22/2021,29.0,"$120,000.50",412.07,nan,UK
TXN-1454,Laura Croft,F,03/22/2021,24.0,nan,341.56,Clothing,Germany
TXN-1455,nan,nan,2023.05.10,20.0,"$45,000.00",321.66,ELECTRONICS,Germany
TXN-1456,  sarah CONNOR  ,Male,11/04/2022,27.0,"$120,000.50",206.88,beauty,United States
TXN-1457,Michael Jordan,m,2023.05.10,51.0,UNKNOWN,293.14,ELECTRONICS,Germany
TXN-1458,  sarah CONNOR  ,Male,2022-01-15,42.0,"$32,000",160.86,Beauty,US
TXN-1459,Michael Jordan,Female,08-11-2019,52.0,nan,243.83,Beauty,U.S.A.
TXN-1460,  robert DOWNEY ,Female,2022-01-15,33.0,"$62,500",398.6,Beauty,USA
TXN-1461,John Smith,Male,INVALID_DATE,19.0,"$55,000",490.81,Beauty,USA
TXN-1462,nan,Female,2022-01-15,41.0,"$62,500",466.92,electronics,USA
TXN-1463,Laura Croft,Male,11/04/2022,27.0," $85,000 ",467.59,nan,Germany
TXN-1464,nan,Male,2022-01-15,55.0,"$55,000",207.09,ELECTRONICS,CAN
TXN-1465,nan,Female,08-11-2019,39.0," $85,000 ",239.71,nan,UK
TXN-1466,nan,male,2023.05.10,43.0,"$55,000",355.76, Home & Kitchen ,UK
TXN-1467,  sarah CONNOR  ,Female,2022-01-15,60.0,"$55,000",461.87,ELECTRONICS,Germany
TXN-1468,Michael Jordan,M,15-Aug-2020,200.0,"$45,000.00",79.58,electronics,US
TXN-1469,  Chris Hemsworth  ,nan,03/22/2021,56.0,"$150,000.00",159.08, Home & Kitchen ,US
TXN-1470,  robert DOWNEY ,Male,03/22/2021,44.0,UNKNOWN,78.23,nan,Canada
TXN-1471,emily WATSON ,m,2020/07/19,46.0,"$62,500",309.88, Home & Kitchen ,Germany
TXN-1472,nan,Female,15-Aug-2020,64.0,"$120,000.50",160.09,Clothing,United Kingdom
TXN-1473,David BECKHAM,male,2021-12-01,55.0,nan,169.79, Home & Kitchen ,United States
TXN-1474,  sarah CONNOR  ,nan,11/04/2022,37.0,"$32,000",44.75,ELECTRONICS,USA
TXN-1475,Laura Croft,Female,11/04/2022,44.0,UNKNOWN,181.4,Beauty,United States
TXN-1476,emily WATSON ,Female,2022-01-15,58.0," $85,000 ",432.62,Beauty,USA
TXN-1477,  Chris Hemsworth  ,female,03/22/2021,150.0,"$45,000.00",124.21,beauty,nan
TXN-1478,David BECKHAM,nan,2021-12-01,37.0," $85,000 ",350.64,nan,nan
TXN-1479,  Chris Hemsworth  ,F,INVALID_DATE,61.0,"$150,000.00",318.52,Clothing,Germany
TXN-1480,emily WATSON ,Female,03/22/2021,36.0,"$32,000",433.11,ELECTRONICS,nan
TXN-1481,nan,female,03/22/2021,37.0,"$45,000.00",74.82,ELECTRONICS,CAN
TXN-1482,David BECKHAM,Male,2023.05.10,52.0," $85,000 ",489.02,clothing,Canada
TXN-1483,  Chris Hemsworth  ,Male,nan,64.0,"$150,000.00",295.49,Electronics,US
TXN-1484,Laura Croft,Female,03/22/2021,19.0,nan,497.78,nan,CAN
TXN-1485,Michael Jordan,Male,15-Aug-2020,47.0,nan,456.64,ELECTRONICS,United States
TXN-1486,John Smith,Female,08-11-2019,-5.0," $85,000 ",118.54,cloths,United States
TXN-1487,Michael Jordan,Male,2022-01-15,51.0,UNKNOWN,37.52,ELECTRONICS,nan
TXN-1488,emily WATSON ,male,2022-01-15,39.0,"$32,000",135.26,clothing,US
TXN-1489,  sarah CONNOR  ,female,11/04/2022,20.0,"$95,000.00",268.51, Home & Kitchen ,Canada
TXN-1490,John Smith,f,08-11-2019,23.0,UNKNOWN,94.08,electronics,USA
TXN-1491,  robert DOWNEY ,Male,03/22/2021,32.0,nan,92.06,electronics,CAN
TXN-1492,Laura Croft,Female,2023.05.10,44.0,"$32,000",236.67,cloths,Canada
TXN-1493,  robert DOWNEY ,F,2023.05.10,27.0,"$150,000.00",26.3,cloths,U.S.A.
TXN-1494,David BECKHAM,Male,2023.05.10,26.0,"$45,000.00",69.73,beauty,UK
TXN-1495,John Smith,female,11/04/2022,50.0,"$55,000",213.77,electronics,nan
TXN-1496,  robert DOWNEY ,male,2023.05.10,49.0," $85,000 ",40.93, Home & Kitchen ,USA
TXN-1497,  robert DOWNEY ,male,15-Aug-2020,65.0,"$62,500",204.41,electronics,U.S.A.
TXN-1498,  Chris Hemsworth  ,nan,2023.05.10,23.0,"$32,000",242.26,Electronics,USA
TXN-1499,Michael Jordan,Male,2023.05.10,58.0,"$120,000.50",231.12,nan,USA
TXN-1500,  Chris Hemsworth  ,Female,2023.05.10,53.0,"$150,000.00",15000.0,electronics,nan
TXN-1501,John Smith,female,08-11-2019,19.0,"$95,000.00",269.73,Beauty,USA
TXN-1502,John Smith,Male,2022-01-15,46.0,"$55,000",239.31,beauty,Canada
TXN-1503,emily WATSON ,Female,2021-12-01,21.0,"$120,000.50",211.25,clothing,Canada
TXN-1504,  Chris Hemsworth  ,nan,2021-12-01,18.0,"$95,000.00",410.64,cloths,U.S.A.
TXN-1505,ANNA KOURNIKOVA,Male,03/22/2021,36.0,"$62,500",448.58,Electronics,United States
TXN-1506,Michael Jordan,F,2023.05.10,43.0,nan,428.09,cloths,US
TXN-1507,John Smith,Female,15-Aug-2020,42.0,UNKNOWN,340.04,beauty,CAN
TXN-1508,emily WATSON ,Female,03/22/2021,27.0," $85,000 ",77.31,ELECTRONICS,CAN
TXN-1509,  Chris Hemsworth  ,Female,15-Aug-2020,-5.0,"$45,000.00",145.67,Electronics,United Kingdom
TXN-1510,Michael Jordan,male,2022-01-15,32.0,"$95,000.00",32.57,Clothing,nan
TXN-1511,  Chris Hemsworth  ,f,03/22/2021,39.0,"$55,000",466.1,Electronics,Germany
TXN-1512,  robert DOWNEY ,f,2021-12-01,68.0,"$32,000",333.79,beauty,Germany
TXN-1513,emily WATSON ,Female,03/22/2021,65.0,nan,375.72,clothing,U.S.A.
TXN-1514,Michael Jordan,female,2021-12-01,38.0,"$32,000",162.67,Electronics,USA
TXN-1515,nan,Female,2023.05.10,,"$55,000",424.37,beauty,USA
TXN-1516,David BECKHAM,Female,08-11-2019,39.0,"$32,000",137.21, Home & Kitchen ,nan
TXN-1517,David BECKHAM,Female,2023.05.10,53.0,"$95,000.00",10.81,nan,UK
TXN-1518,Michael Jordan,Female,2022-01-15,51.0,"$150,000.00",194.44,electronics,United States
TXN-1519,  Chris Hemsworth  ,Female,11/04/2022,47.0,"$32,000",289.67, Home & Kitchen ,United Kingdom
TXN-1520,emily WATSON ,female,2022-01-15,42.0,UNKNOWN,244.57,beauty,Canada
TXN-1521,David BECKHAM,Female,2023.05.10,62.0,"$62,500",432.42,Beauty,USA
TXN-1522,emily WATSON ,Male,08-11-2019,45.0,"$45,000.00",61.65,ELECTRONICS,United Kingdom
TXN-1523,David BECKHAM,Male,03/22/2021,18.0,"$95,000.00",,electronics,CAN
TXN-1524,  robert DOWNEY ,M,15-Aug-2020,66.0,"$120,000.50",261.36,Beauty,UK
TXN-1525,  Chris Hemsworth  ,Female,11/04/2022,62.0,"$55,000",147.88,clothing,Canada
TXN-1526,  robert DOWNEY ,Female,08-11-2019,21.0,nan,412.89,cloths,nan
TXN-1527,David BECKHAM,Female,11/04/2022,24.0,"$95,000.00",378.9,Clothing,United Kingdom
TXN-1528,nan,m,03/22/2021,66.0,"$150,000.00",369.1,electronics,U.S.A.
TXN-1529,nan,Female,11/04/2022,26.0,nan,439.33, Home & Kitchen ,Canada
TXN-1530,  robert DOWNEY ,male,03/22/2021,53.0,UNKNOWN,364.16,ELECTRONICS,nan
TXN-1531,nan,m,11/04/2022,36.0,"$55,000",123.6,Beauty,Germany
TXN-1532,David BECKHAM,female,INVALID_DATE,18.0,nan,355.73,beauty,nan
TXN-1533,Michael Jordan,female,11/04/2022,27.0,"$32,000",160.77,electronics,nan
TXN-1534,  robert DOWNEY ,M,08-11-2019,53.0,"$95,000.00",128.67,cloths,Canada
TXN-1535,  sarah CONNOR  ,Male,2022-01-15,26.0,"$62,500",45.77,beauty,UK
TXN-1536,  Chris Hemsworth  ,Male,11/04/2022,62.0,"$55,000",374.57,Beauty,Canada
TXN-1537,nan,Male,2021-12-01,63.0," $85,000 ",358.39,ELECTRONICS,US
TXN-1538,nan,Female,2022-01-15,59.0,UNKNOWN,124.9,Electronics,United States
TXN-1539,John Smith,male,08-11-2019,49.0,"$45,000.00",377.2,cloths,UK
TXN-1540,ANNA KOURNIKOVA,Female,03/22/2021,49.0,"$55,000",459.74,beauty,U.S.A.
TXN-1541,  robert DOWNEY ,Female,11/04/2022,23.0,"$150,000.00",62.93,cloths,UK
TXN-1542,Laura Croft,Male,2021-12-01,65.0,"$95,000.00",123.99,clothing,CAN
TXN-1543,nan,M,11/04/2022,55.0,"$32,000",377.63,beauty,U.S.A.
TXN-1544,  Chris Hemsworth  ,Male,2022-01-15,34.0,"$45,000.00",144.51,electronics,Germany
TXN-1545,  sarah CONNOR  ,M,2023.05.10,27.0,"$45,000.00",316.09,Electronics,Canada
TXN-1546,nan,Male,2023.05.10,67.0,UNKNOWN,49.77,Electronics,nan
TXN-1547,  sarah CONNOR  ,female,08-11-2019,44.0,nan,231.58,Clothing,Canada
TXN-1548,David BECKHAM,Male,15-Aug-2020,150.0,"$150,000.00",372.15,cloths,CAN
TXN-1549,David BECKHAM,nan,15-Aug-2020,67.0,nan,, Home & Kitchen ,United Kingdom
TXN-1550,ANNA KOURNIKOVA,M,11/04/2022,52.0,"$32,000",409.39,Electronics,CAN
TXN-1551,Michael Jordan,female,15-Aug-2020,69.0,"$45,000.00",439.95,Electronics,US
TXN-1552,Laura Croft,Female,11/04/2022,38.0,"$150,000.00",388.86,clothing,nan
TXN-1553,John Smith,female,11/04/2022,42.0,"$150,000.00",339.08,nan,nan
TXN-1554,ANNA KOURNIKOVA,female,08-11-2019,45.0,"$120,000.50",25.54,clothing,USA
TXN-1555,emily WATSON ,Female,2023.05.10,64.0,"$95,000.00",272.13,clothing,United Kingdom
TXN-1556,John Smith,Female,2023.05.10,32.0,"$45,000.00",28.47,nan,USA
TXN-1557,  robert DOWNEY ,Female,2022-01-15,21.0,"$45,000.00",405.95,cloths,Germany
TXN-1558,  Chris Hemsworth  ,Female,2022-01-15,46.0,"$150,000.00",167.16,beauty,United States
TXN-1559,emily WATSON ,Male,03/22/2021,26.0,nan,285.59,ELECTRONICS,United States
TXN-1560,emily WATSON ,male,03/22/2021,44.0,"$45,000.00",146.93, Home & Kitchen ,Canada
TXN-1561,ANNA KOURNIKOVA,Female,11/04/2022,43.0,"$150,000.00",393.43,Electronics,United States
TXN-1562,Michael Jordan,Female,11/04/2022,36.0,"$45,000.00",444.39,Clothing,nan
