Transaction_ID,Customer_Name,Gender,Join_Date,Customer_Age,Income_USD,Purchase_Amount,Product_Category,Country,Purchase_Amount_Capped
TXN-1283,Michael Jordan,Male,2020-07-19,57,150000.0,415.47,Electronics,United States,415.47
TXN-1284,Anna Kournikova,Male,2023-05-10,32,150000.0,134.72,Clothing,United States,134.72
TXN-1285,Laura Croft,Female,2021-12-01,49,95000.0,241.78,Clothing,Germany,241.78
TXN-1286,Sarah Connor,Female,2023-05-10,56,55000.0,31.22,Electronics,United States,31.22
TXN-1287,David Beckham,Male,2023-05-10,23,95000.0,352.68,Electronics,United States,352.68
TXN-1288,John Smith,Female,2022-01-15,18,85000.0,171.97,Home & Kitchen,United States,171.97
TXN-1289,John Smith,Female,2020-08-15,64,150000.0,374.92,Electronics,United States,374.92
TXN-1290,David Beckham,Female,2021-03-22,40,120000.5,212.08,Clothing,United States,212.08
TXN-1291,Michael Jordan,Female,2020-08-15,56,85000.0,105.92,Beauty,United Kingdom,105.92
TXN-1292,Emily Watson,Female,2021-12-01,44,120000.5,261.46,Electronics,United States,261.46
TXN-1293,Michael Jordan,Female,2020-08-15,34,45000.0,73.95,Beauty,Canada,73.95
TXN-1294,John Smith,Female,2023-05-10,51,32000.0,225.86,Electronics,United States,225.86
TXN-1295,John Smith,Male,2020-08-15,58,85000.0,165.48,Electronics,United States,165.48
TXN-1296,David Beckham,Male,2022-01-15,46,85000.0,456.86,Beauty,United States,456.86
TXN-1297,Anna Kournikova,Female,2020-08-15,26,85000.0,39.86,Clothing,Germany,39.86
TXN-1298,Michael Jordan,Male,2021-03-22,30,32000.0,350.07,Electronics,United States,350.07
TXN-1299,Chris Hemsworth,Female,2021-03-22,23,85000.0,99.55,Beauty,Canada,99.55
TXN-1300,David Beckham,Male,2022-01-15,23,85000.0,166.33,Clothing,Canada,166.33
TXN-1301,Laura Croft,Male,2020-08-15,37,55000.0,213.6,Home & Kitchen,United States,213.6
TXN-1302,John Smith,Male,2021-12-01,69,150000.0,454.93,Clothing,United States,454.93
TXN-1303,David Beckham,Male,2021-03-22,44,85000.0,128.86,Electronics,United Kingdom,128.86
TXN-1304,Michael Jordan,Female,2020-08-15,20,85000.0,54.74,Electronics,United States,54.74
TXN-1305,John Smith,Female,2022-11-04,34,62500.0,166.16,Clothing,United States,166.16
TXN-1306,Emily Watson,Female,2021-03-22,66,45000.0,61.29,Electronics,United States,61.29
TXN-1307,David Beckham,Female,2019-08-11,29,85000.0,73.01,Home & Kitchen,United States,73.01
TXN-1308,Robert Downey,Male,2023-05-10,65,85000.0,291.19,Electronics,Germany,291.19
TXN-1309,John Smith,Female,2020-08-15,64,45000.0,39.84,Beauty,United Kingdom,39.84
TXN-1310,Michael Jordan,Female,2023-05-10,62,150000.0,25.16,Clothing,United Kingdom,25.16
TXN-1311,Sarah Connor,Female,2021-03-22,44,85000.0,360.06,Clothing,United States,360.06
TXN-1312,Chris Hemsworth,Male,2022-11-04,18,45000.0,187.21,Electronics,United States,187.21
TXN-1313,Unknown Customer,Female,2020-08-15,34,45000.0,71.43,Clothing,United Kingdom,71.43
TXN-1314,Anna Kournikova,Female,2019-08-11,20,45000.0,134.27,Electronics,United States,134.27
TXN-1315,Unknown Customer,Female,2021-03-22,43,95000.0,248.73,Clothing,Canada,248.73
TXN-1316,Michael Jordan,Female,2023-05-10,32,85000.0,145.01,Electronics,United States,145.01
TXN-1317,Laura Croft,Male,2023-05-10,53,95000.0,252.32,Electronics,Canada,252.32
TXN-1318,Laura Croft,Female,2022-01-15,49,62500.0,248.73,Beauty,United Kingdom,248.73
TXN-1319,Sarah Connor,Female,2020-08-15,49,55000.0,298.17,Clothing,United Kingdom,298.17
TXN-1320,Anna Kournikova,Male,2022-11-04,21,95000.0,164.88,Beauty,United States,164.88
TXN-1321,Robert Downey,Female,2021-12-01,35,95000.0,317.21,Electronics,United States,317.21
TXN-1322,Sarah Connor,Female,2020-08-15,66,85000.0,406.11,Clothing,United States,406.11
TXN-1323,Unknown Customer,Male,2021-12-01,36,55000.0,309.71,Clothing,Germany,309.71
TXN-1324,Sarah Connor,Male,2021-12-01,60,32000.0,154.92,Electronics,United States,154.92
TXN-1325,Unknown Customer,Male,2019-08-11,69,45000.0,135.31,Electronics,Germany,135.31
TXN-1326,John Smith,Male,2022-01-15,52,85000.0,170.44,Electronics,United States,170.44
TXN-1327,Laura Croft,Male,2022-11-04,57,55000.0,90.66,Clothing,United Kingdom,90.66
TXN-1328,John Smith,Female,2020-08-15,31,62500.0,98.77,Clothing,United States,98.77
TXN-1329,Chris Hemsworth,Male,2020-08-15,50,150000.0,397.44,Clothing,Canada,397.44
TXN-1330,Anna Kournikova,Male,2023-05-10,31,62500.0,198.52,Clothing,United States,198.52
TXN-1331,Robert Downey,Female,2022-01-15,51,45000.0,223.64,Electronics,United States,223.64
TXN-1332,Unknown Customer,Female,2022-11-04,44,55000.0,301.08,Clothing,Canada,301.08
TXN-1333,Robert Downey,Male,2020-08-15,21,62500.0,298.93,Beauty,United States,298.93
TXN-1334,Unknown Customer,Male,2020-08-15,41,62500.0,43.01,Electronics,United States,43.01
TXN-1335,Michael Jordan,Male,2020-08-15,46,32000.0,417.45,Electronics,United States,417.45
TXN-1336,Sarah Connor,Female,2022-11-04,36,32000.0,96.89,Beauty,United Kingdom,96.89
TXN-1337,Chris Hemsworth,Male,2022-01-15,23,55000.0,364.31,Electronics,United States,364.31
TXN-1338,Laura Croft,Female,2022-11-04,44,45000.0,388.61,Beauty,United States,388.61
TXN-1339,Unknown Customer,Female,2022-01-15,50,95000.0,360.3,Clothing,United Kingdom,360.3
TXN-1340,Robert Downey,Male,2022-01-15,66,120000.5,293.7,Electronics,United States,293.7
TXN-1341,Chris Hemsworth,Female,2021-12-01,57,85000.0,17.16,Beauty,Germany,17.16
TXN-1342,Emily Watson,Female,2021-03-22,36,85000.0,186.58,Electronics,United States,186.58
TXN-1343,Emily Watson,Male,2020-08-15,44,85000.0,306.37,Clothing,United States,306.37
TXN-1344,John Smith,Female,2020-08-15,18,85000.0,199.85,Electronics,United States,199.85
TXN-1345,Laura Croft,Female,2020-08-15,22,32000.0,433.11,Electronics,United States,433.11
TXN-1346,Michael Jordan,Female,2021-03-22,44,55000.0,161.31,Home & Kitchen,Canada,161.31
TXN-1347,Robert Downey,Female,2019-08-11,33,85000.0,153.83,Electronics,United States,153.83
TXN-1348,Sarah Connor,Female,2022-01-15,23,45000.0,140.34,Electronics,United States,140.34
TXN-1349,Sarah Connor,Female,2021-12-01,57,85000.0,173.06,Clothing,Canada,173.06
TXN-1350,Robert Downey,Female,2021-12-01,30,85000.0,283.13,Beauty,United States,283.13
TXN-1351,Anna Kournikova,Female,2019-08-11,65,85000.0,356.44,Beauty,United States,356.44
TXN-1352,Michael Jordan,Female,2022-11-04,52,150000.0,334.66,Beauty,United States,334.66
TXN-1353,Chris Hemsworth,Female,2020-08-15,36,45000.0,405.78,Home & Kitchen,United Kingdom,405.78
TXN-1354,Unknown Customer,Male,2021-03-22,29,120000.5,444.1,Clothing,United States,444.1
TXN-1355,Anna Kournikova,Male,2021-12-01,33,62500.0,409.88,Electronics,United States,409.88
TXN-1356,Unknown Customer,Male,2019-08-11,60,85000.0,19.28,Electronics,United States,19.28
TXN-1357,Unknown Customer,Male,2023-05-10,27,45000.0,370.6,Clothing,United Kingdom,370.6
TXN-1358,Anna Kournikova,Male,2021-03-22,42,85000.0,112.12,Clothing,United States,112.12
TXN-1359,John Smith,Female,2022-01-15,37,85000.0,248.73,Clothing,United States,248.73
TXN-1360,Emily Watson,Male,2022-01-15,48,95000.0,322.86,Electronics,Canada,322.86
TXN-1361,Unknown Customer,Female,2022-11-04,21,95000.0,166.67,Beauty,United States,166.67
TXN-1362,Anna Kournikova,Male,2020-08-15,61,45000.0,37.99,Clothing,Canada,37.99
TXN-1363,Anna Kournikova,Female,2019-08-11,40,95000.0,77.44,Clothing,United States,77.44
TXN-1364,David Beckham,Female,2022-11-04,19,85000.0,10.46,Beauty,United States,10.46
TXN-1365,John Smith,Male,2021-03-22,44,120000.5,452.58,Home & Kitchen,United Kingdom,452.58
TXN-1366,Laura Croft,Female,2022-11-04,39,55000.0,22.06,Home & Kitchen,Canada,22.06
TXN-1367,David Beckham,Male,2020-08-15,68,45000.0,112.63,Electronics,Germany,112.63
TXN-1368,David Beckham,Female,2023-05-10,44,45000.0,213.97,Electronics,United Kingdom,213.97
TXN-1369,Robert Downey,Male,2022-11-04,54,85000.0,184.72,Clothing,Germany,184.72
TXN-1370,Emily Watson,Female,2021-12-01,25,32000.0,456.75,Clothing,United States,456.75
TXN-1371,Anna Kournikova,Male,2021-12-01,24,32000.0,29.74,Electronics,United Kingdom,29.74
TXN-1372,Emily Watson,Female,2021-03-22,31,95000.0,260.99,Electronics,Canada,260.99
TXN-1373,Michael Jordan,Female,2022-01-15,44,55000.0,343.43,Electronics,Germany,343.43
TXN-1374,Robert Downey,Male,2022-11-04,44,95000.0,466.53,Beauty,United States,466.53
TXN-1375,Laura Croft,Male,2022-01-15,20,150000.0,313.98,Electronics,United States,313.98
TXN-1376,Emily Watson,Male,2020-08-15,67,150000.0,403.84,Electronics,United Kingdom,403.84
TXN-1377,Sarah Connor,Male,2022-01-15,33,62500.0,51.03,Electronics,United States,51.03
TXN-1378,Unknown Customer,Female,2022-11-04,44,150000.0,199.11,Electronics,United States,199.11
TXN-1379,Michael Jordan,Male,2021-03-22,36,32000.0,193.23,Clothing,Canada,193.23
TXN-1380,John Smith,Male,2022-11-04,68,120000.5,444.28,Clothing,Germany,444.28
TXN-1381,Laura Croft,Male,2022-11-04,35,150000.0,84.17,Electronics,Germany,84.17
TXN-1382,Michael Jordan,Female,2022-01-15,69,95000.0,84.42,Clothing,United States,84.42
TXN-1383,Unknown Customer,Male,2022-01-15,33,85000.0,170.99,Electronics,Germany,170.99
TXN-1384,Robert Downey,Male,2020-08-15,25,45000.0,36.69,Electronics,Canada,36.69
TXN-1385,Unknown Customer,Male,2019-08-11,50,120000.5,99.4,Beauty,United Kingdom,99.4
TXN-1386,David Beckham,Male,2021-03-22,66,120000.5,482.95,Electronics,Canada,482.95
TXN-1387,Unknown Customer,Female,2020-08-15,29,95000.0,219.81,Beauty,Germany,219.81
TXN-1388,David Beckham,Male,2022-01-15,44,45000.0,319.69,Electronics,Canada,319.69
TXN-1389,Robert Downey,Male,2021-12-01,28,32000.0,365.79,Clothing,United Kingdom,365.79
TXN-1390,Chris Hemsworth,Female,2020-08-15,22,120000.5,189.81,Electronics,United States,189.81
TXN-1391,David Beckham,Female,2021-12-01,44,62500.0,82.14,Beauty,United States,82.14
TXN-1392,John Smith,Male,2019-08-11,29,95000.0,111.22,Clothing,United Kingdom,111.22
TXN-1393,Unknown Customer,Female,2021-03-22,34,120000.5,163.5,Electronics,United States,163.5
TXN-1394,Unknown Customer,Female,2021-12-01,23,55000.0,321.67,Beauty,United Kingdom,321.67
TXN-1395,John Smith,Male,2022-01-15,50,45000.0,205.16,Clothing,United Kingdom,205.16
TXN-1396,Sarah Connor,Female,2019-08-11,22,150000.0,13.34,Beauty,United States,13.34
TXN-1397,Anna Kournikova,Female,2022-11-04,44,120000.5,266.47,Beauty,United States,266.47
TXN-1398,Chris Hemsworth,Male,2019-08-11,45,95000.0,461.54,Clothing,Germany,461.54
TXN-1399,Laura Croft,Male,2022-01-15,31,150000.0,407.92,Electronics,United States,407.92
TXN-1400,David Beckham,Male,2021-03-22,22,62500.0,414.35,Beauty,United States,414.35
TXN-1401,John Smith,Female,2020-08-15,44,150000.0,399.58,Clothing,United States,399.58
TXN-1402,Robert Downey,Female,2020-08-15,44,55000.0,168.63,Clothing,United States,168.63
TXN-1403,David Beckham,Female,2021-03-22,50,32000.0,384.94,Beauty,Canada,384.94
TXN-1404,Anna Kournikova,Male,2020-08-15,67,120000.5,80.15,Electronics,United States,80.15
TXN-1405,Robert Downey,Female,2022-01-15,65,85000.0,332.28,Electronics,Germany,332.28
TXN-1406,Michael Jordan,Female,2020-08-15,58,85000.0,324.37,Home & Kitchen,United States,324.37
TXN-1407,Unknown Customer,Male,2021-12-01,36,150000.0,22.53,Beauty,United Kingdom,22.53
TXN-1408,Michael Jordan,Male,2023-05-10,39,85000.0,396.11,Beauty,Canada,396.11
TXN-1409,David Beckham,Female,2022-01-15,22,45000.0,452.59,Beauty,United States,452.59
TXN-1410,Anna Kournikova,Male,2020-08-15,19,85000.0,141.03,Clothing,Germany,141.03
TXN-1411,Chris Hemsworth,Female,2022-01-15,47,85000.0,408.07,Electronics,Canada,408.07
TXN-1412,David Beckham,Male,2022-01-15,64,85000.0,50.38,Clothing,United States,50.38
TXN-1413,John Smith,Male,2022-01-15,56,85000.0,303.98,Electronics,United Kingdom,303.98
TXN-1414,Emily Watson,Male,2022-11-04,21,45000.0,247.97,Electronics,Canada,247.97
TXN-1415,David Beckham,Male,2022-11-04,50,85000.0,277.5,Clothing,United States,277.5
TXN-1416,Unknown Customer,Female,2021-12-01,30,85000.0,463.84,Electronics,United Kingdom,463.84
TXN-1417,Unknown Customer,Male,2022-11-04,37,55000.0,436.94,Electronics,United States,436.94
TXN-1418,David Beckham,Female,2021-12-01,44,120000.5,394.69,Electronics,Germany,394.69
TXN-1419,Robert Downey,Female,2021-12-01,24,85000.0,144.11,Beauty,United States,144.11
TXN-1420,Emily Watson,Female,2022-11-04,32,120000.5,456.79,Beauty,Germany,456.79
TXN-1421,John Smith,Male,2023-05-10,40,95000.0,248.73,Electronics,Canada,248.73
TXN-1422,David Beckham,Female,2022-11-04,31,95000.0,428.13,Clothing,United States,428.13
TXN-1423,Robert Downey,Female,2023-05-10,40,45000.0,170.8,Clothing,United States,170.8
TXN-1424,Unknown Customer,Male,2022-11-04,36,85000.0,36.35,Beauty,Canada,36.35
TXN-1425,Unknown Customer,Male,2020-08-15,44,62500.0,337.98,Clothing,Canada,337.98
TXN-1426,Anna Kournikova,Female,2021-03-22,46,95000.0,123.33,Clothing,United Kingdom,123.33
TXN-1427,David Beckham,Female,2022-01-15,44,45000.0,129.35,Clothing,Germany,129.35
TXN-1428,Emily Watson,Male,2022-01-15,37,95000.0,159.96,Electronics,United States,159.96
TXN-1429,Sarah Connor,Female,2021-03-22,46,95000.0,41.21,Electronics,United States,41.21
TXN-1430,Emily Watson,Female,2022-01-15,41,62500.0,96.79,Electronics,United States,96.79
TXN-1431,Unknown Customer,Female,2023-05-10,35,85000.0,12.52,Beauty,United Kingdom,12.52
TXN-1432,Unknown Customer,Female,2021-03-22,27,150000.0,228.25,Beauty,United States,228.25
TXN-1433,Michael Jordan,Female,2021-12-01,58,85000.0,51.29,Electronics,United States,51.29
TXN-1434,Unknown Customer,Male,2022-01-15,44,95000.0,248.73,Home & Kitchen,United States,248.73
TXN-1435,John Smith,Male,2021-03-22,25,95000.0,125.46,Clothing,United States,125.46
TXN-1436,Laura Croft,Male,2022-11-04,43,55000.0,472.35,Electronics,Germany,472.35
TXN-1437,David Beckham,Female,2023-05-10,46,85000.0,436.91,Beauty,Canada,436.91
TXN-1438,Emily Watson,Female,2022-01-15,27,62500.0,151.83,Beauty,Canada,151.83
TXN-1439,Laura Croft,Male,2019-08-11,34,120000.5,393.78,Beauty,United States,393.78
TXN-1440,Robert Downey,Female,2019-08-11,19,85000.0,403.59,Beauty,United States,403.59
TXN-1441,Sarah Connor,Female,2020-08-15,23,95000.0,493.42,Clothing,Canada,493.42
TXN-1442,John Smith,Female,2020-08-15,22,150000.0,302.94,Electronics,United States,302.94
TXN-1443,Emily Watson,Male,2020-08-15,45,85000.0,50.16,Clothing,United States,50.16
TXN-1444,Laura Croft,Female,2022-11-04,58,85000.0,326.95,Clothing,Germany,326.95
TXN-1445,Sarah Connor,Male,2023-05-10,22,85000.0,316.24,Electronics,United States,316.24
TXN-1446,Michael Jordan,Male,2021-12-01,35,85000.0,322.79,Electronics,United States,322.79
TXN-1447,John Smith,Male,2021-03-22,43,95000.0,248.73,Home & Kitchen,United States,248.73
TXN-1448,John Smith,Male,2020-08-15,37,85000.0,431.24,Beauty,Germany,431.24
TXN-1449,Michael Jordan,Male,2021-03-22,58,120000.5,480.14,Clothing,United States,480.14
TXN-1450,David Beckham,Female,2021-12-01,66,120000.5,116.68,Clothing,United Kingdom,116.68
TXN-1451,Michael Jordan,Male,2023-05-10,44,95000.0,53.19,Electronics,United States,53.19
TXN-1452,John Smith,Female,2022-11-04,66,32000.0,105.32,Electronics,Germany,105.32
TXN-1453,John Smith,Male,2021-03-22,29,120000.5,412.07,Electronics,United Kingdom,412.07
TXN-1454,Laura Croft,Female,2021-03-22,24,85000.0,341.56,Clothing,Germany,341.56
TXN-1455,Unknown Customer,Female,2023-05-10,20,45000.0,321.66,Electronics,Germany,321.66
TXN-1456,Sarah Connor,Male,2022-11-04,27,120000.5,206.88,Beauty,United States,206.88
TXN-1457,Michael Jordan,Male,2023-05-10,51,85000.0,293.14,Electronics,Germany,293.14
TXN-1458,Sarah Connor,Male,2022-01-15,42,32000.0,160.86,Beauty,United States,160.86
TXN-1459,Michael Jordan,Female,2019-08-11,52,85000.0,243.83,Beauty,United States,243.83
TXN-1460,Robert Downey,Female,2022-01-15,33,62500.0,398.6,Beauty,United States,398.6
TXN-1461,John Smith,Male,2022-01-15,19,55000.0,490.81,Beauty,United States,490.81
TXN-1462,Unknown Customer,Female,2022-01-15,41,62500.0,466.92,Electronics,United States,466.92
TXN-1463,Laura Croft,Male,2022-11-04,27,85000.0,467.59,Electronics,Germany,467.59
TXN-1464,Unknown Customer,Male,2022-01-15,55,55000.0,207.09,Electronics,Canada,207.09
TXN-1465,Unknown Customer,Female,2019-08-11,39,85000.0,239.71,Electronics,United Kingdom,239.71
TXN-1466,Unknown Customer,Male,2023-05-10,43,55000.0,355.76,Home & Kitchen,United Kingdom,355.76
TXN-1467,Sarah Connor,Female,2022-01-15,60,55000.0,461.87,Electronics,Germany,461.87
TXN-1468,Michael Jordan,Male,2020-08-15,44,45000.0,79.58,Electronics,United States,79.58
TXN-1469,Chris Hemsworth,Female,2021-03-22,56,150000.0,159.08,Home & Kitchen,United States,159.08
TXN-1470,Robert Downey,Male,2021-03-22,44,85000.0,78.23,Electronics,Canada,78.23
TXN-1471,Emily Watson,Male,2020-07-19,46,62500.0,309.88,Home & Kitchen,Germany,309.88
TXN-1472,Unknown Customer,Female,2020-08-15,64,120000.5,160.09,Clothing,United Kingdom,160.09
TXN-1473,David Beckham,Male,2021-12-01,55,85000.0,169.79,Home & Kitchen,United States,169.79
TXN-1474,Sarah Connor,Female,2022-11-04,37,32000.0,44.75,Electronics,United States,44.75
TXN-1475,Laura Croft,Female,2022-11-04,44,85000.0,181.4,Beauty,United States,181.4
TXN-1476,Emily Watson,Female,2022-01-15,58,85000.0,432.62,Beauty,United States,432.62
TXN-1477,Chris Hemsworth,Female,2021-03-22,44,45000.0,124.21,Beauty,United States,124.21
TXN-1478,David Beckham,Female,2021-12-01,37,85000.0,350.64,Electronics,United States,350.64
TXN-1479,Chris Hemsworth,Female,2021-12-01,61,150000.0,318.52,Clothing,Germany,318.52
TXN-1480,Emily Watson,Female,2021-03-22,36,32000.0,433.11,Electronics,United States,433.11
TXN-1481,Unknown Customer,Female,2021-03-22,37,45000.0,74.82,Electronics,Canada,74.82
TXN-1482,David Beckham,Male,2023-05-10,52,85000.0,489.02,Clothing,Canada,489.02
TXN-1483,Chris Hemsworth,Male,2023-05-10,64,150000.0,295.49,Electronics,United States,295.49
TXN-1484,Laura Croft,Female,2021-03-22,19,85000.0,497.78,Electronics,Canada,497.78
TXN-1485,Michael Jordan,Male,2020-08-15,47,85000.0,456.64,Electronics,United States,456.64
TXN-1486,John Smith,Female,2019-08-11,44,85000.0,118.54,Clothing,United States,118.54
TXN-1487,Michael Jordan,Male,2022-01-15,51,85000.0,37.52,Electronics,United States,37.52
TXN-1488,Emily Watson,Male,2022-01-15,39,32000.0,135.26,Clothing,United States,135.26
TXN-1489,Sarah Connor,Female,2022-11-04,20,95000.0,268.51,Home & Kitchen,Canada,268.51
TXN-1490,John Smith,Female,2019-08-11,23,85000.0,94.08,Electronics,United States,94.08
TXN-1491,Robert Downey,Male,2021-03-22,32,85000.0,92.06,Electronics,Canada,92.06
TXN-1492,Laura Croft,Female,2023-05-10,44,32000.0,236.67,Clothing,Canada,236.67
TXN-1493,Robert Downey,Female,2023-05-10,27,150000.0,26.3,Clothing,United States,26.3
TXN-1494,David Beckham,Male,2023-05-10,26,45000.0,69.73,Beauty,United Kingdom,69.73
TXN-1495,John Smith,Female,2022-11-04,50,55000.0,213.77,Electronics,United States,213.77
TXN-1496,Robert Downey,Male,2023-05-10,49,85000.0,40.93,Home & Kitchen,United States,40.93
TXN-1497,Robert Downey,Male,2020-08-15,65,62500.0,204.41,Electronics,United States,204.41
TXN-1498,Chris Hemsworth,Female,2023-05-10,23,32000.0,242.26,Electronics,United States,242.26
TXN-1499,Michael Jordan,Male,2023-05-10,58,120000.5,231.12,Electronics,United States,231.12
TXN-1500,Chris Hemsworth,Female,2023-05-10,53,150000.0,15000.0,Electronics,United States,724.42625
TXN-1501,John Smith,Female,2019-08-11,19,95000.0,269.73,Beauty,United States,269.73
TXN-1502,John Smith,Male,2022-01-15,46,55000.0,239.31,Beauty,Canada,239.31
TXN-1503,Emily Watson,Female,2021-12-01,21,120000.5,211.25,Clothing,Canada,211.25
TXN-1504,Chris Hemsworth,Female,2021-12-01,18,95000.0,410.64,Clothing,United States,410.64
TXN-1505,Anna Kournikova,Male,2021-03-22,36,62500.0,448.58,Electronics,United States,448.58
TXN-1506,Michael Jordan,Female,2023-05-10,43,85000.0,428.09,Clothing,United States,428.09
TXN-1507,John Smith,Female,2020-08-15,42,85000.0,340.04,Beauty,Canada,340.04
TXN-1508,Emily Watson,Female,2021-03-22,27,85000.0,77.31,Electronics,Canada,77.31
TXN-1509,Chris Hemsworth,Female,2020-08-15,44,45000.0,145.67,Electronics,United Kingdom,145.67
TXN-1510,Michael Jordan,Male,2022-01-15,32,95000.0,32.57,Clothing,United States,32.57
TXN-1511,Chris Hemsworth,Female,2021-03-22,39,55000.0,466.1,Electronics,Germany,466.1
TXN-1512,Robert Downey,Female,2021-12-01,68,32000.0,333.79,Beauty,Germany,333.79
TXN-1513,Emily Watson,Female,2021-03-22,65,85000.0,375.72,Clothing,United States,375.72
TXN-1514,Michael Jordan,Female,2021-12-01,38,32000.0,162.67,Electronics,United States,162.67
TXN-1515,Unknown Customer,Female,2023-05-10,44,55000.0,424.37,Beauty,United States,424.37
TXN-1516,David Beckham,Female,2019-08-11,39,32000.0,137.21,Home & Kitchen,United States,137.21
TXN-1517,David Beckham,Female,2023-05-10,53,95000.0,10.81,Electronics,United Kingdom,10.81
TXN-1518,Michael Jordan,Female,2022-01-15,51,150000.0,194.44,Electronics,United States,194.44
TXN-1519,Chris Hemsworth,Female,2022-11-04,47,32000.0,289.67,Home & Kitchen,United Kingdom,289.67
TXN-1520,Emily Watson,Female,2022-01-15,42,85000.0,244.57,Beauty,Canada,244.57
TXN-1521,David Beckham,Female,2023-05-10,62,62500.0,432.42,Beauty,United States,432.42
TXN-1522,Emily Watson,Male,2019-08-11,45,45000.0,61.65,Electronics,United Kingdom,61.65
TXN-1523,David Beckham,Male,2021-03-22,18,95000.0,248.73,Electronics,Canada,248.73
TXN-1524,Robert Downey,Male,2020-08-15,66,120000.5,261.36,Beauty,United Kingdom,261.36
TXN-1525,Chris Hemsworth,Female,2022-11-04,62,55000.0,147.88,Clothing,Canada,147.88
TXN-1526,Robert Downey,Female,2019-08-11,21,85000.0,412.89,Clothing,United States,412.89
TXN-1527,David Beckham,Female,2022-11-04,24,95000.0,378.9,Clothing,United Kingdom,378.9
TXN-1528,Unknown Customer,Male,2021-03-22,66,150000.0,369.1,Electronics,United States,369.1
TXN-1529,Unknown Customer,Female,2022-11-04,26,85000.0,439.33,Home & Kitchen,Canada,439.33
TXN-1530,Robert Downey,Male,2021-03-22,53,85000.0,364.16,Electronics,United States,364.16
TXN-1531,Unknown Customer,Male,2022-11-04,36,55000.0,123.6,Beauty,Germany,123.6
TXN-1532,David Beckham,Female,2022-11-04,18,85000.0,355.73,Beauty,United States,355.73
TXN-1533,Michael Jordan,Female,2022-11-04,27,32000.0,160.77,Electronics,United States,160.77
TXN-1534,Robert Downey,Male,2019-08-11,53,95000.0,128.67,Clothing,Canada,128.67
TXN-1535,Sarah Connor,Male,2022-01-15,26,62500.0,45.77,Beauty,United Kingdom,45.77
TXN-1536,Chris Hemsworth,Male,2022-11-04,62,55000.0,374.57,Beauty,Canada,374.57
TXN-1537,Unknown Customer,Male,2021-12-01,63,85000.0,358.39,Electronics,United States,358.39
TXN-1538,Unknown Customer,Female,2022-01-15,59,85000.0,124.9,Electronics,United States,124.9
TXN-1539,John Smith,Male,2019-08-11,49,45000.0,377.2,Clothing,United Kingdom,377.2
TXN-1540,Anna Kournikova,Female,2021-03-22,49,55000.0,459.74,Beauty,United States,459.74
TXN-1541,Robert Downey,Female,2022-11-04,23,150000.0,62.93,Clothing,United Kingdom,62.93
TXN-1542,Laura Croft,Male,2021-12-01,65,95000.0,123.99,Clothing,Canada,123.99
TXN-1543,Unknown Customer,Male,2022-11-04,55,32000.0,377.63,Beauty,United States,377.63
TXN-1544,Chris Hemsworth,Male,2022-01-15,34,45000.0,144.51,Electronics,Germany,144.51
TXN-1545,Sarah Connor,Male,2023-05-10,27,45000.0,316.09,Electronics,Canada,316.09
TXN-1546,Unknown Customer,Male,2023-05-10,67,85000.0,49.77,Electronics,United States,49.77
TXN-1547,Sarah Connor,Female,2019-08-11,44,85000.0,231.58,Clothing,Canada,231.58
TXN-1548,David Beckham,Male,2020-08-15,44,150000.0,372.15,Clothing,Canada,372.15
TXN-1549,David Beckham,Female,2020-08-15,67,85000.0,248.73,Home & Kitchen,United Kingdom,248.73
TXN-1550,Anna Kournikova,Male,2022-11-04,52,32000.0,409.39,Electronics,Canada,409.39
TXN-1551,Michael Jordan,Female,2020-08-15,69,45000.0,439.95,Electronics,United States,439.95
TXN-1552,Laura Croft,Female,2022-11-04,38,150000.0,388.86,Clothing,United States,388.86
TXN-1553,John Smith,Female,2022-11-04,42,150000.0,339.08,Electronics,United States,339.08
TXN-1554,Anna Kournikova,Female,2019-08-11,45,120000.5,25.54,Clothing,United States,25.54
TXN-1555,Emily Watson,Female,2023-05-10,64,95000.0,272.13,Clothing,United Kingdom,272.13
TXN-1556,John Smith,Female,2023-05-10,32,45000.0,28.47,Electronics,United States,28.47
TXN-1557,Robert Downey,Female,2022-01-15,21,45000.0,405.95,Clothing,Germany,405.95
TXN-1558,Chris Hemsworth,Female,2022-01-15,46,150000.0,167.16,Beauty,United States,167.16
TXN-1559,Emily Watson,Male,2021-03-22,26,85000.0,285.59,Electronics,United States,285.59
TXN-1560,Emily Watson,Male,2021-03-22,44,45000.0,146.93,Home & Kitchen,Canada,146.93
TXN-1561,Anna Kournikova,Female,2022-11-04,43,150000.0,393.43,Electronics,United States,393.43
TXN-1562,Michael Jordan,Female,2022-11-04,36,45000.0,444.39,Clothing,United States,444.39
TXN-1563,Anna Kournikova,Female,2023-05-10,44,150000.0,205.33,Home & Kitchen,Canada,205.33
TXN-1564,Robert Downey,Female,2021-12-01,45,120000.5,432.83,Beauty,United Kingdom,432.83
TXN-1565,Unknown Customer,Female,2021-12-01,34,95000.0,140.87,Electronics,Canada,140.87
TXN-1566,Unknown Customer,Male,2021-12-01,60,150000.0,271.98,Home & Kitchen,Canada,271.98
TXN-1567,Michael Jordan,Male,2022-11-04,44,45000.0,430.79,Electronics,United Kingdom,430.79
TXN-1568,Robert Downey,Male,2023-05-10,58,32000.0,169.68,Home & Kitchen,United States,169.68
